,dataset,group,feat_selection,metric,value,time,model_path,fold_key,model_type,n_obs,model
14,pancreatic_endocrinogenesis,test,episcanpy,pr_auc_multi,0.1257205324389907,25.529505,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_0/model_1.pt,fold_0,pwms,300,mubind_graph
0,pancreatic_endocrinogenesis,train,episcanpy,roc_auc,0.652712908866715,13.902807,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_0/model_0.pt,fold_0,pwms,300,mubind
1,pancreatic_endocrinogenesis,train,episcanpy,pr_auc,0.6422641987681669,13.902807,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_0/model_0.pt,fold_0,pwms,300,mubind
2,pancreatic_endocrinogenesis,train,episcanpy,r2,0.1301985383033752,13.902807,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_0/model_0.pt,fold_0,pwms,300,mubind
3,pancreatic_endocrinogenesis,train,episcanpy,roc_auc_multi,0.5138871118633198,13.902807,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_0/model_0.pt,fold_0,pwms,300,mubind
4,pancreatic_endocrinogenesis,train,episcanpy,pr_auc_multi,0.1081262111172833,13.902807,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_0/model_0.pt,fold_0,pwms,300,mubind
5,pancreatic_endocrinogenesis,val,episcanpy,roc_auc,0.6466984649013177,13.902807,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_0/model_0.pt,fold_0,pwms,300,mubind
6,pancreatic_endocrinogenesis,val,episcanpy,pr_auc,0.6400235756349577,13.902807,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_0/model_0.pt,fold_0,pwms,300,mubind
7,pancreatic_endocrinogenesis,val,episcanpy,r2,0.1178450584411621,13.902807,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_0/model_0.pt,fold_0,pwms,300,mubind
8,pancreatic_endocrinogenesis,val,episcanpy,roc_auc_multi,0.5168090074534516,13.902807,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_0/model_0.pt,fold_0,pwms,300,mubind
9,pancreatic_endocrinogenesis,val,episcanpy,pr_auc_multi,0.1354554279749567,13.902807,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_0/model_0.pt,fold_0,pwms,300,mubind
10,pancreatic_endocrinogenesis,test,episcanpy,roc_auc,0.6455891793620431,13.902807,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_0/model_0.pt,fold_0,pwms,300,mubind
11,pancreatic_endocrinogenesis,test,episcanpy,pr_auc,0.6412975441769473,13.902807,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_0/model_0.pt,fold_0,pwms,300,mubind
12,pancreatic_endocrinogenesis,test,episcanpy,r2,0.1274154186248779,13.902807,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_0/model_0.pt,fold_0,pwms,300,mubind
13,pancreatic_endocrinogenesis,test,episcanpy,roc_auc_multi,0.5167402222759039,13.902807,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_0/model_0.pt,fold_0,pwms,300,mubind
14,pancreatic_endocrinogenesis,test,episcanpy,pr_auc_multi,0.1352676448767616,13.902807,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_0/model_0.pt,fold_0,pwms,300,mubind
0,pancreatic_endocrinogenesis,train,episcanpy,roc_auc,0.6451981843746398,25.410583,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_1/model_1.pt,fold_1,pwms,300,mubind_graph
1,pancreatic_endocrinogenesis,train,episcanpy,pr_auc,0.6284797180985777,25.410583,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_1/model_1.pt,fold_1,pwms,300,mubind_graph
2,pancreatic_endocrinogenesis,train,episcanpy,r2,0.0813826322555542,25.410583,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_1/model_1.pt,fold_1,pwms,300,mubind_graph
3,pancreatic_endocrinogenesis,train,episcanpy,roc_auc_multi,0.5006695915497003,25.410583,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_1/model_1.pt,fold_1,pwms,300,mubind_graph
4,pancreatic_endocrinogenesis,train,episcanpy,pr_auc_multi,0.100448892130651,25.410583,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_1/model_1.pt,fold_1,pwms,300,mubind_graph
5,pancreatic_endocrinogenesis,val,episcanpy,roc_auc,0.6414276170810703,25.410583,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_1/model_1.pt,fold_1,pwms,300,mubind_graph
6,pancreatic_endocrinogenesis,val,episcanpy,pr_auc,0.6216638305453763,25.410583,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_1/model_1.pt,fold_1,pwms,300,mubind_graph
7,pancreatic_endocrinogenesis,val,episcanpy,r2,0.0746740102767944,25.410583,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_1/model_1.pt,fold_1,pwms,300,mubind_graph
8,pancreatic_endocrinogenesis,val,episcanpy,roc_auc_multi,0.5013787033886368,25.410583,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_1/model_1.pt,fold_1,pwms,300,mubind_graph
9,pancreatic_endocrinogenesis,val,episcanpy,pr_auc_multi,0.1255948794357391,25.410583,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_1/model_1.pt,fold_1,pwms,300,mubind_graph
10,pancreatic_endocrinogenesis,test,episcanpy,roc_auc,0.6418731330561674,25.410583,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_1/model_1.pt,fold_1,pwms,300,mubind_graph
11,pancreatic_endocrinogenesis,test,episcanpy,pr_auc,0.6196162004364951,25.410583,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_1/model_1.pt,fold_1,pwms,300,mubind_graph
12,pancreatic_endocrinogenesis,test,episcanpy,r2,0.0788665413856506,25.410583,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_1/model_1.pt,fold_1,pwms,300,mubind_graph
13,pancreatic_endocrinogenesis,test,episcanpy,roc_auc_multi,0.5011220818283773,25.410583,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_1/model_1.pt,fold_1,pwms,300,mubind_graph
14,pancreatic_endocrinogenesis,test,episcanpy,pr_auc_multi,0.1006073382660235,25.410583,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_1/model_1.pt,fold_1,pwms,300,mubind_graph
0,pancreatic_endocrinogenesis,train,episcanpy,roc_auc,0.6524081500819034,13.885809,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_1/model_0.pt,fold_1,pwms,300,mubind
1,pancreatic_endocrinogenesis,train,episcanpy,pr_auc,0.6428449534778682,13.885809,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_1/model_0.pt,fold_1,pwms,300,mubind
2,pancreatic_endocrinogenesis,train,episcanpy,r2,0.1305338740348816,13.885809,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_1/model_0.pt,fold_1,pwms,300,mubind
3,pancreatic_endocrinogenesis,train,episcanpy,roc_auc_multi,0.5138122557982114,13.885809,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_1/model_0.pt,fold_1,pwms,300,mubind
4,pancreatic_endocrinogenesis,train,episcanpy,pr_auc_multi,0.1080547649938901,13.885809,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_1/model_0.pt,fold_1,pwms,300,mubind
5,pancreatic_endocrinogenesis,val,episcanpy,roc_auc,0.6456862982825299,13.885809,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_1/model_0.pt,fold_1,pwms,300,mubind
6,pancreatic_endocrinogenesis,val,episcanpy,pr_auc,0.630817672945319,13.885809,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_1/model_0.pt,fold_1,pwms,300,mubind
7,pancreatic_endocrinogenesis,val,episcanpy,r2,0.1144126057624816,13.885809,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_1/model_0.pt,fold_1,pwms,300,mubind
8,pancreatic_endocrinogenesis,val,episcanpy,roc_auc_multi,0.5174798362840695,13.885809,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_1/model_0.pt,fold_1,pwms,300,mubind
9,pancreatic_endocrinogenesis,val,episcanpy,pr_auc_multi,0.135092188961233,13.885809,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_1/model_0.pt,fold_1,pwms,300,mubind
10,pancreatic_endocrinogenesis,test,episcanpy,roc_auc,0.6499856244327176,13.885809,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_1/model_0.pt,fold_1,pwms,300,mubind
11,pancreatic_endocrinogenesis,test,episcanpy,pr_auc,0.6358721069925976,13.885809,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_1/model_0.pt,fold_1,pwms,300,mubind
12,pancreatic_endocrinogenesis,test,episcanpy,r2,0.1206614971160888,13.885809,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_1/model_0.pt,fold_1,pwms,300,mubind
13,pancreatic_endocrinogenesis,test,episcanpy,roc_auc_multi,0.5139020588539494,13.885809,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_1/model_0.pt,fold_1,pwms,300,mubind
14,pancreatic_endocrinogenesis,test,episcanpy,pr_auc_multi,0.1076254936491493,13.885809,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_1/model_0.pt,fold_1,pwms,300,mubind
0,pancreatic_endocrinogenesis,train,episcanpy,roc_auc,0.6448438861592213,25.440106,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_2/model_1.pt,fold_2,pwms,300,mubind_graph
1,pancreatic_endocrinogenesis,train,episcanpy,pr_auc,0.627957438037783,25.440106,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_2/model_1.pt,fold_2,pwms,300,mubind_graph
2,pancreatic_endocrinogenesis,train,episcanpy,r2,0.0815255641937255,25.440106,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_2/model_1.pt,fold_2,pwms,300,mubind_graph
3,pancreatic_endocrinogenesis,train,episcanpy,roc_auc_multi,0.5007183471983738,25.440106,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_2/model_1.pt,fold_2,pwms,300,mubind_graph
4,pancreatic_endocrinogenesis,train,episcanpy,pr_auc_multi,0.1004355600246207,25.440106,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_2/model_1.pt,fold_2,pwms,300,mubind_graph
5,pancreatic_endocrinogenesis,val,episcanpy,roc_auc,0.6414262961887546,25.440106,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_2/model_1.pt,fold_2,pwms,300,mubind_graph
6,pancreatic_endocrinogenesis,val,episcanpy,pr_auc,0.6218602884363047,25.440106,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_2/model_1.pt,fold_2,pwms,300,mubind_graph
7,pancreatic_endocrinogenesis,val,episcanpy,r2,0.0781432390213012,25.440106,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_2/model_1.pt,fold_2,pwms,300,mubind_graph
8,pancreatic_endocrinogenesis,val,episcanpy,roc_auc_multi,0.5006563610847314,25.440106,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_2/model_1.pt,fold_2,pwms,300,mubind_graph
9,pancreatic_endocrinogenesis,val,episcanpy,pr_auc_multi,0.1115172487544234,25.440106,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_2/model_1.pt,fold_2,pwms,300,mubind_graph
10,pancreatic_endocrinogenesis,test,episcanpy,roc_auc,0.6461013682299906,25.440106,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_2/model_1.pt,fold_2,pwms,300,mubind_graph
11,pancreatic_endocrinogenesis,test,episcanpy,pr_auc,0.6235778073098601,25.440106,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_2/model_1.pt,fold_2,pwms,300,mubind_graph
12,pancreatic_endocrinogenesis,test,episcanpy,r2,0.0799449682235717,25.440106,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_2/model_1.pt,fold_2,pwms,300,mubind_graph
13,pancreatic_endocrinogenesis,test,episcanpy,roc_auc_multi,0.50116822371155,25.440106,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_2/model_1.pt,fold_2,pwms,300,mubind_graph
14,pancreatic_endocrinogenesis,test,episcanpy,pr_auc_multi,0.1257944108279133,25.440106,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_2/model_1.pt,fold_2,pwms,300,mubind_graph
0,pancreatic_endocrinogenesis,train,episcanpy,roc_auc,0.6522592327320048,13.842965,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_2/model_0.pt,fold_2,pwms,300,mubind
1,pancreatic_endocrinogenesis,train,episcanpy,pr_auc,0.6425076505881254,13.842965,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_2/model_0.pt,fold_2,pwms,300,mubind
2,pancreatic_endocrinogenesis,train,episcanpy,r2,0.1300988793373108,13.842965,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_2/model_0.pt,fold_2,pwms,300,mubind
3,pancreatic_endocrinogenesis,train,episcanpy,roc_auc_multi,0.5138233092029925,13.842965,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_2/model_0.pt,fold_2,pwms,300,mubind
4,pancreatic_endocrinogenesis,train,episcanpy,pr_auc_multi,0.1081722522850909,13.842965,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_2/model_0.pt,fold_2,pwms,300,mubind
5,pancreatic_endocrinogenesis,val,episcanpy,roc_auc,0.6473751814346672,13.842965,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_2/model_0.pt,fold_2,pwms,300,mubind
6,pancreatic_endocrinogenesis,val,episcanpy,pr_auc,0.6359354608285985,13.842965,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_2/model_0.pt,fold_2,pwms,300,mubind
7,pancreatic_endocrinogenesis,val,episcanpy,r2,0.1260076761245727,13.842965,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_2/model_0.pt,fold_2,pwms,300,mubind
8,pancreatic_endocrinogenesis,val,episcanpy,roc_auc_multi,0.5140087859173619,13.842965,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_2/model_0.pt,fold_2,pwms,300,mubind
9,pancreatic_endocrinogenesis,val,episcanpy,pr_auc_multi,0.1195471438841939,13.842965,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_2/model_0.pt,fold_2,pwms,300,mubind
10,pancreatic_endocrinogenesis,test,episcanpy,roc_auc,0.6547855114137913,13.842965,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_2/model_0.pt,fold_2,pwms,300,mubind
11,pancreatic_endocrinogenesis,test,episcanpy,pr_auc,0.6421409541115163,13.842965,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_2/model_0.pt,fold_2,pwms,300,mubind
12,pancreatic_endocrinogenesis,test,episcanpy,r2,0.1201679110527038,13.842965,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_2/model_0.pt,fold_2,pwms,300,mubind
13,pancreatic_endocrinogenesis,test,episcanpy,roc_auc_multi,0.5186384581368838,13.842965,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_2/model_0.pt,fold_2,pwms,300,mubind
14,pancreatic_endocrinogenesis,test,episcanpy,pr_auc_multi,0.1357369807174444,13.842965,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_2/model_0.pt,fold_2,pwms,300,mubind
0,pancreatic_endocrinogenesis,train,episcanpy,roc_auc,0.6452251906265795,25.557582,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_4/model_1.pt,fold_4,pwms,300,mubind_graph
1,pancreatic_endocrinogenesis,train,episcanpy,pr_auc,0.627802246412701,25.557582,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_4/model_1.pt,fold_4,pwms,300,mubind_graph
2,pancreatic_endocrinogenesis,train,episcanpy,r2,0.0805614590644836,25.557582,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_4/model_1.pt,fold_4,pwms,300,mubind_graph
3,pancreatic_endocrinogenesis,train,episcanpy,roc_auc_multi,0.5006969333051886,25.557582,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_4/model_1.pt,fold_4,pwms,300,mubind_graph
4,pancreatic_endocrinogenesis,train,episcanpy,pr_auc_multi,0.1004129921358507,25.557582,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_4/model_1.pt,fold_4,pwms,300,mubind_graph
5,pancreatic_endocrinogenesis,val,episcanpy,roc_auc,0.6467889994973375,25.557582,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_4/model_1.pt,fold_4,pwms,300,mubind_graph
6,pancreatic_endocrinogenesis,val,episcanpy,pr_auc,0.6273279965105243,25.557582,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_4/model_1.pt,fold_4,pwms,300,mubind_graph
7,pancreatic_endocrinogenesis,val,episcanpy,r2,0.0809476375579834,25.557582,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_4/model_1.pt,fold_4,pwms,300,mubind_graph
8,pancreatic_endocrinogenesis,val,episcanpy,roc_auc_multi,0.5009208629761317,25.557582,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_4/model_1.pt,fold_4,pwms,300,mubind_graph
9,pancreatic_endocrinogenesis,val,episcanpy,pr_auc_multi,0.1118962814288181,25.557582,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_4/model_1.pt,fold_4,pwms,300,mubind_graph
10,pancreatic_endocrinogenesis,test,episcanpy,roc_auc,0.6368903934987713,25.557582,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_4/model_1.pt,fold_4,pwms,300,mubind_graph
11,pancreatic_endocrinogenesis,test,episcanpy,pr_auc,0.6224619770684838,25.557582,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_4/model_1.pt,fold_4,pwms,300,mubind_graph
12,pancreatic_endocrinogenesis,test,episcanpy,r2,0.0788158178329467,25.557582,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_4/model_1.pt,fold_4,pwms,300,mubind_graph
13,pancreatic_endocrinogenesis,test,episcanpy,roc_auc_multi,0.5012161566873509,25.557582,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_4/model_1.pt,fold_4,pwms,300,mubind_graph
14,pancreatic_endocrinogenesis,test,episcanpy,pr_auc_multi,0.1120749285948381,25.557582,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_4/model_1.pt,fold_4,pwms,300,mubind_graph
0,pancreatic_endocrinogenesis,train,episcanpy,roc_auc,0.6521526370600952,13.985254,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_4/model_0.pt,fold_4,pwms,300,mubind
1,pancreatic_endocrinogenesis,train,episcanpy,pr_auc,0.6422513825359917,13.985254,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_4/model_0.pt,fold_4,pwms,300,mubind
2,pancreatic_endocrinogenesis,train,episcanpy,r2,0.1305729150772094,13.985254,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_4/model_0.pt,fold_4,pwms,300,mubind
3,pancreatic_endocrinogenesis,train,episcanpy,roc_auc_multi,0.5139207610730794,13.985254,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_4/model_0.pt,fold_4,pwms,300,mubind
4,pancreatic_endocrinogenesis,train,episcanpy,pr_auc_multi,0.1081158818197863,13.985254,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_4/model_0.pt,fold_4,pwms,300,mubind
5,pancreatic_endocrinogenesis,val,episcanpy,roc_auc,0.6541924706311244,13.985254,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_4/model_0.pt,fold_4,pwms,300,mubind
6,pancreatic_endocrinogenesis,val,episcanpy,pr_auc,0.6386112801205028,13.985254,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_4/model_0.pt,fold_4,pwms,300,mubind
7,pancreatic_endocrinogenesis,val,episcanpy,r2,0.1235628724098205,13.985254,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_4/model_0.pt,fold_4,pwms,300,mubind
8,pancreatic_endocrinogenesis,val,episcanpy,roc_auc_multi,0.5158792257378052,13.985254,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_4/model_0.pt,fold_4,pwms,300,mubind
9,pancreatic_endocrinogenesis,val,episcanpy,pr_auc_multi,0.1205902433108117,13.985254,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_4/model_0.pt,fold_4,pwms,300,mubind
10,pancreatic_endocrinogenesis,test,episcanpy,roc_auc,0.6455895947204686,13.985254,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_4/model_0.pt,fold_4,pwms,300,mubind
11,pancreatic_endocrinogenesis,test,episcanpy,pr_auc,0.6364665215709802,13.985254,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_4/model_0.pt,fold_4,pwms,300,mubind
12,pancreatic_endocrinogenesis,test,episcanpy,r2,0.1141297817230224,13.985254,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_4/model_0.pt,fold_4,pwms,300,mubind
13,pancreatic_endocrinogenesis,test,episcanpy,roc_auc_multi,0.5144898808797795,13.985254,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/episcanpy/mubind_output/obs300/pwms/fold_4/model_0.pt,fold_4,pwms,300,mubind
