,dataset,feat_selection,loss_key,group,metric,value,model_path,fold_key,model,n_epochs
7,pancreatic_endocrinogenesis,random,bce,val,pr_auc,0.03426738014112834,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs100_e10/bce/fold_1/best_model.h5,fold_1,scBasset,10
8,pancreatic_endocrinogenesis,random,bce,val,pr_auc_multi,0.0459624246721021,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs100_e10/bce/fold_1/best_model.h5,fold_1,scBasset,10
9,pancreatic_endocrinogenesis,random,bce,val,r2,-0.872288502830249,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs100_e10/bce/fold_1/best_model.h5,fold_1,scBasset,10
10,pancreatic_endocrinogenesis,random,bce,test,roc_auc,0.6319317047602585,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs100_e10/bce/fold_1/best_model.h5,fold_1,scBasset,10
11,pancreatic_endocrinogenesis,random,bce,test,roc_auc_multi,0.5399773613101445,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs100_e10/bce/fold_1/best_model.h5,fold_1,scBasset,10
12,pancreatic_endocrinogenesis,random,bce,test,pr_auc,0.13620137860357193,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs100_e10/bce/fold_1/best_model.h5,fold_1,scBasset,10
13,pancreatic_endocrinogenesis,random,bce,test,pr_auc_multi,0.09903113649165743,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs100_e10/bce/fold_1/best_model.h5,fold_1,scBasset,10
14,pancreatic_endocrinogenesis,random,bce,test,r2,-0.13142344249036486,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs100_e10/bce/fold_1/best_model.h5,fold_1,scBasset,10
0,pancreatic_endocrinogenesis,random,bce,train,roc_auc,0.6719808166065806,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs100_e10/bce/fold_2/best_model.h5,fold_2,scBasset,10
1,pancreatic_endocrinogenesis,random,bce,train,roc_auc_multi,0.5295249829425027,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs100_e10/bce/fold_2/best_model.h5,fold_2,scBasset,10
2,pancreatic_endocrinogenesis,random,bce,train,pr_auc,0.09974527294592556,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs100_e10/bce/fold_2/best_model.h5,fold_2,scBasset,10
3,pancreatic_endocrinogenesis,random,bce,train,pr_auc_multi,0.06291665951351028,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs100_e10/bce/fold_2/best_model.h5,fold_2,scBasset,10
4,pancreatic_endocrinogenesis,random,bce,train,r2,-0.17029504414579177,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs100_e10/bce/fold_2/best_model.h5,fold_2,scBasset,10
5,pancreatic_endocrinogenesis,random,bce,val,roc_auc,0.614804191947049,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs100_e10/bce/fold_2/best_model.h5,fold_2,scBasset,10
6,pancreatic_endocrinogenesis,random,bce,val,roc_auc_multi,0.47451737451737447,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs100_e10/bce/fold_2/best_model.h5,fold_2,scBasset,10
7,pancreatic_endocrinogenesis,random,bce,val,pr_auc,0.0885583363316361,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs100_e10/bce/fold_2/best_model.h5,fold_2,scBasset,10
8,pancreatic_endocrinogenesis,random,bce,val,pr_auc_multi,0.07271889400921658,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs100_e10/bce/fold_2/best_model.h5,fold_2,scBasset,10
9,pancreatic_endocrinogenesis,random,bce,val,r2,-0.21076998150197812,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs100_e10/bce/fold_2/best_model.h5,fold_2,scBasset,10
10,pancreatic_endocrinogenesis,random,bce,test,roc_auc,0.7109339708529373,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs100_e10/bce/fold_2/best_model.h5,fold_2,scBasset,10
11,pancreatic_endocrinogenesis,random,bce,test,roc_auc_multi,0.5418337491573483,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs100_e10/bce/fold_2/best_model.h5,fold_2,scBasset,10
12,pancreatic_endocrinogenesis,random,bce,test,pr_auc,0.14826991850515936,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs100_e10/bce/fold_2/best_model.h5,fold_2,scBasset,10
13,pancreatic_endocrinogenesis,random,bce,test,pr_auc_multi,0.08120589219953131,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs100_e10/bce/fold_2/best_model.h5,fold_2,scBasset,10
14,pancreatic_endocrinogenesis,random,bce,test,r2,-0.10258703577832917,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs100_e10/bce/fold_2/best_model.h5,fold_2,scBasset,10
0,pancreatic_endocrinogenesis,random,bce,train,roc_auc,0.6577143153892586,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs100_e10/bce/fold_4/best_model.h5,fold_4,scBasset,10
1,pancreatic_endocrinogenesis,random,bce,train,roc_auc_multi,0.515302112015106,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs100_e10/bce/fold_4/best_model.h5,fold_4,scBasset,10
2,pancreatic_endocrinogenesis,random,bce,train,pr_auc,0.1080753469106919,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs100_e10/bce/fold_4/best_model.h5,fold_4,scBasset,10
3,pancreatic_endocrinogenesis,random,bce,train,pr_auc_multi,0.06302111106076212,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs100_e10/bce/fold_4/best_model.h5,fold_4,scBasset,10
4,pancreatic_endocrinogenesis,random,bce,train,r2,-0.02209971711647718,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs100_e10/bce/fold_4/best_model.h5,fold_4,scBasset,10
5,pancreatic_endocrinogenesis,random,bce,val,roc_auc,0.6165898697339246,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs100_e10/bce/fold_4/best_model.h5,fold_4,scBasset,10
6,pancreatic_endocrinogenesis,random,bce,val,roc_auc_multi,0.5022172949002217,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs100_e10/bce/fold_4/best_model.h5,fold_4,scBasset,10
7,pancreatic_endocrinogenesis,random,bce,val,pr_auc,0.09963401834139922,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs100_e10/bce/fold_4/best_model.h5,fold_4,scBasset,10
8,pancreatic_endocrinogenesis,random,bce,val,pr_auc_multi,0.06317682317682319,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs100_e10/bce/fold_4/best_model.h5,fold_4,scBasset,10
9,pancreatic_endocrinogenesis,random,bce,val,r2,-0.05524716253851203,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs100_e10/bce/fold_4/best_model.h5,fold_4,scBasset,10
10,pancreatic_endocrinogenesis,random,bce,test,roc_auc,0.6043737405514791,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs100_e10/bce/fold_4/best_model.h5,fold_4,scBasset,10
11,pancreatic_endocrinogenesis,random,bce,test,roc_auc_multi,0.5205678040319358,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs100_e10/bce/fold_4/best_model.h5,fold_4,scBasset,10
12,pancreatic_endocrinogenesis,random,bce,test,pr_auc,0.1067214944031021,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs100_e10/bce/fold_4/best_model.h5,fold_4,scBasset,10
13,pancreatic_endocrinogenesis,random,bce,test,pr_auc_multi,0.0664360298336202,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs100_e10/bce/fold_4/best_model.h5,fold_4,scBasset,10
14,pancreatic_endocrinogenesis,random,bce,test,r2,-0.05648861978057318,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs100_e10/bce/fold_4/best_model.h5,fold_4,scBasset,10
0,pancreatic_endocrinogenesis,random,bce,train,roc_auc,0.6569934025214703,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs100_e10/bce/fold_3/best_model.h5,fold_3,scBasset,10
1,pancreatic_endocrinogenesis,random,bce,train,roc_auc_multi,0.4813014215658519,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs100_e10/bce/fold_3/best_model.h5,fold_3,scBasset,10
2,pancreatic_endocrinogenesis,random,bce,train,pr_auc,0.08250592377703356,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs100_e10/bce/fold_3/best_model.h5,fold_3,scBasset,10
3,pancreatic_endocrinogenesis,random,bce,train,pr_auc_multi,0.05678350584419793,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs100_e10/bce/fold_3/best_model.h5,fold_3,scBasset,10
4,pancreatic_endocrinogenesis,random,bce,train,r2,-0.3276018482433185,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs100_e10/bce/fold_3/best_model.h5,fold_3,scBasset,10
5,pancreatic_endocrinogenesis,random,bce,val,roc_auc,0.5558995102085742,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs100_e10/bce/fold_3/best_model.h5,fold_3,scBasset,10
6,pancreatic_endocrinogenesis,random,bce,val,roc_auc_multi,0.5130152440702217,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs100_e10/bce/fold_3/best_model.h5,fold_3,scBasset,10
7,pancreatic_endocrinogenesis,random,bce,val,pr_auc,0.04455106761880114,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs100_e10/bce/fold_3/best_model.h5,fold_3,scBasset,10
8,pancreatic_endocrinogenesis,random,bce,val,pr_auc_multi,0.03964872630435544,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs100_e10/bce/fold_3/best_model.h5,fold_3,scBasset,10
9,pancreatic_endocrinogenesis,random,bce,val,r2,-1.217866729352202,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs100_e10/bce/fold_3/best_model.h5,fold_3,scBasset,10
10,pancreatic_endocrinogenesis,random,bce,test,roc_auc,0.7326574722107864,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs100_e10/bce/fold_3/best_model.h5,fold_3,scBasset,10
11,pancreatic_endocrinogenesis,random,bce,test,roc_auc_multi,0.48609252778921364,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs100_e10/bce/fold_3/best_model.h5,fold_3,scBasset,10
12,pancreatic_endocrinogenesis,random,bce,test,pr_auc,0.13887983957846733,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs100_e10/bce/fold_3/best_model.h5,fold_3,scBasset,10
13,pancreatic_endocrinogenesis,random,bce,test,pr_auc_multi,0.0741717032967033,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs100_e10/bce/fold_3/best_model.h5,fold_3,scBasset,10
14,pancreatic_endocrinogenesis,random,bce,test,r2,-0.06448834570552209,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs100_e10/bce/fold_3/best_model.h5,fold_3,scBasset,10
0,pancreatic_endocrinogenesis,random,poisson,train,roc_auc,0.7710542120111132,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs200_e10/poisson/fold_0/best_model.h5,fold_0,scBasset,10
1,pancreatic_endocrinogenesis,random,poisson,train,roc_auc_multi,0.5655283469851793,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs200_e10/poisson/fold_0/best_model.h5,fold_0,scBasset,10
2,pancreatic_endocrinogenesis,random,poisson,train,pr_auc,0.2114253326304107,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs200_e10/poisson/fold_0/best_model.h5,fold_0,scBasset,10
3,pancreatic_endocrinogenesis,random,poisson,train,pr_auc_multi,0.09832710166229053,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs200_e10/poisson/fold_0/best_model.h5,fold_0,scBasset,10
4,pancreatic_endocrinogenesis,random,poisson,train,r2,0.07115597806923213,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs200_e10/poisson/fold_0/best_model.h5,fold_0,scBasset,10
5,pancreatic_endocrinogenesis,random,poisson,val,roc_auc,0.8174147577763621,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs200_e10/poisson/fold_0/best_model.h5,fold_0,scBasset,10
6,pancreatic_endocrinogenesis,random,poisson,val,roc_auc_multi,0.6302142481234246,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs200_e10/poisson/fold_0/best_model.h5,fold_0,scBasset,10
7,pancreatic_endocrinogenesis,random,poisson,val,pr_auc,0.2847159250979437,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs200_e10/poisson/fold_0/best_model.h5,fold_0,scBasset,10
8,pancreatic_endocrinogenesis,random,poisson,val,pr_auc_multi,0.1703602331373405,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs200_e10/poisson/fold_0/best_model.h5,fold_0,scBasset,10
9,pancreatic_endocrinogenesis,random,poisson,val,r2,0.14228801796762702,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs200_e10/poisson/fold_0/best_model.h5,fold_0,scBasset,10
10,pancreatic_endocrinogenesis,random,poisson,test,roc_auc,0.7760537644255061,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs200_e10/poisson/fold_0/best_model.h5,fold_0,scBasset,10
11,pancreatic_endocrinogenesis,random,poisson,test,roc_auc_multi,0.6054463998929026,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs200_e10/poisson/fold_0/best_model.h5,fold_0,scBasset,10
12,pancreatic_endocrinogenesis,random,poisson,test,pr_auc,0.2582444794703694,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs200_e10/poisson/fold_0/best_model.h5,fold_0,scBasset,10
13,pancreatic_endocrinogenesis,random,poisson,test,pr_auc_multi,0.1282725558456629,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs200_e10/poisson/fold_0/best_model.h5,fold_0,scBasset,10
14,pancreatic_endocrinogenesis,random,poisson,test,r2,0.055148587734699994,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs200_e10/poisson/fold_0/best_model.h5,fold_0,scBasset,10
0,pancreatic_endocrinogenesis,random,poisson,train,roc_auc,0.48273052487997,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs200_e10/poisson/fold_1/best_model.h5,fold_1,scBasset,10
1,pancreatic_endocrinogenesis,random,poisson,train,roc_auc_multi,0.42563280533687436,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs200_e10/poisson/fold_1/best_model.h5,fold_1,scBasset,10
2,pancreatic_endocrinogenesis,random,poisson,train,pr_auc,0.05486912843900241,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs200_e10/poisson/fold_1/best_model.h5,fold_1,scBasset,10
3,pancreatic_endocrinogenesis,random,poisson,train,pr_auc_multi,0.0579191144442769,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs200_e10/poisson/fold_1/best_model.h5,fold_1,scBasset,10
4,pancreatic_endocrinogenesis,random,poisson,train,r2,-0.9885808958727373,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs200_e10/poisson/fold_1/best_model.h5,fold_1,scBasset,10
5,pancreatic_endocrinogenesis,random,poisson,val,roc_auc,0.4495759873617693,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs200_e10/poisson/fold_1/best_model.h5,fold_1,scBasset,10
6,pancreatic_endocrinogenesis,random,poisson,val,roc_auc_multi,0.3824825095915143,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs200_e10/poisson/fold_1/best_model.h5,fold_1,scBasset,10
7,pancreatic_endocrinogenesis,random,poisson,val,pr_auc,0.07439091771837546,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs200_e10/poisson/fold_1/best_model.h5,fold_1,scBasset,10
8,pancreatic_endocrinogenesis,random,poisson,val,pr_auc_multi,0.08328393955980162,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs200_e10/poisson/fold_1/best_model.h5,fold_1,scBasset,10
9,pancreatic_endocrinogenesis,random,poisson,val,r2,-0.4989499298740516,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs200_e10/poisson/fold_1/best_model.h5,fold_1,scBasset,10
10,pancreatic_endocrinogenesis,random,poisson,test,roc_auc,0.47579037634621335,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs200_e10/poisson/fold_1/best_model.h5,fold_1,scBasset,10
11,pancreatic_endocrinogenesis,random,poisson,test,roc_auc_multi,0.4239967982128111,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs200_e10/poisson/fold_1/best_model.h5,fold_1,scBasset,10
12,pancreatic_endocrinogenesis,random,poisson,test,pr_auc,0.03858969989918982,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs200_e10/poisson/fold_1/best_model.h5,fold_1,scBasset,10
13,pancreatic_endocrinogenesis,random,poisson,test,pr_auc_multi,0.041115974697028775,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs200_e10/poisson/fold_1/best_model.h5,fold_1,scBasset,10
14,pancreatic_endocrinogenesis,random,poisson,test,r2,-1.6370054897362456,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs200_e10/poisson/fold_1/best_model.h5,fold_1,scBasset,10
0,pancreatic_endocrinogenesis,random,poisson,train,roc_auc,0.7341146478471916,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs200_e10/poisson/fold_2/best_model.h5,fold_2,scBasset,10
1,pancreatic_endocrinogenesis,random,poisson,train,roc_auc_multi,0.5221466211642908,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs200_e10/poisson/fold_2/best_model.h5,fold_2,scBasset,10
2,pancreatic_endocrinogenesis,random,poisson,train,pr_auc,0.13423487483252408,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs200_e10/poisson/fold_2/best_model.h5,fold_2,scBasset,10
3,pancreatic_endocrinogenesis,random,poisson,train,pr_auc_multi,0.06701389413984,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs200_e10/poisson/fold_2/best_model.h5,fold_2,scBasset,10
4,pancreatic_endocrinogenesis,random,poisson,train,r2,-0.0417055572975511,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs200_e10/poisson/fold_2/best_model.h5,fold_2,scBasset,10
5,pancreatic_endocrinogenesis,random,poisson,val,roc_auc,0.7547129113313432,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs200_e10/poisson/fold_2/best_model.h5,fold_2,scBasset,10
6,pancreatic_endocrinogenesis,random,poisson,val,roc_auc_multi,0.49822118783617036,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs200_e10/poisson/fold_2/best_model.h5,fold_2,scBasset,10
7,pancreatic_endocrinogenesis,random,poisson,val,pr_auc,0.17170249842489982,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs200_e10/poisson/fold_2/best_model.h5,fold_2,scBasset,10
8,pancreatic_endocrinogenesis,random,poisson,val,pr_auc_multi,0.07958556703361222,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs200_e10/poisson/fold_2/best_model.h5,fold_2,scBasset,10
9,pancreatic_endocrinogenesis,random,poisson,val,r2,0.07483555441585066,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs200_e10/poisson/fold_2/best_model.h5,fold_2,scBasset,10
10,pancreatic_endocrinogenesis,random,poisson,test,roc_auc,0.6997640749202141,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs200_e10/poisson/fold_2/best_model.h5,fold_2,scBasset,10
11,pancreatic_endocrinogenesis,random,poisson,test,roc_auc_multi,0.477212300628373,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs200_e10/poisson/fold_2/best_model.h5,fold_2,scBasset,10
12,pancreatic_endocrinogenesis,random,poisson,test,pr_auc,0.1255046179283796,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs200_e10/poisson/fold_2/best_model.h5,fold_2,scBasset,10
13,pancreatic_endocrinogenesis,random,poisson,test,pr_auc_multi,0.07095848454855383,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs200_e10/poisson/fold_2/best_model.h5,fold_2,scBasset,10
14,pancreatic_endocrinogenesis,random,poisson,test,r2,-0.04251525122050004,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs200_e10/poisson/fold_2/best_model.h5,fold_2,scBasset,10
0,pancreatic_endocrinogenesis,random,poisson,train,roc_auc,0.768446788498626,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs200_e10/poisson/fold_4/best_model.h5,fold_4,scBasset,10
1,pancreatic_endocrinogenesis,random,poisson,train,roc_auc_multi,0.5407974596119172,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs200_e10/poisson/fold_4/best_model.h5,fold_4,scBasset,10
2,pancreatic_endocrinogenesis,random,poisson,train,pr_auc,0.1779158822266402,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs200_e10/poisson/fold_4/best_model.h5,fold_4,scBasset,10
3,pancreatic_endocrinogenesis,random,poisson,train,pr_auc_multi,0.07639572412804183,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs200_e10/poisson/fold_4/best_model.h5,fold_4,scBasset,10
4,pancreatic_endocrinogenesis,random,poisson,train,r2,0.004603946428573313,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs200_e10/poisson/fold_4/best_model.h5,fold_4,scBasset,10
5,pancreatic_endocrinogenesis,random,poisson,val,roc_auc,0.754112665920258,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs200_e10/poisson/fold_4/best_model.h5,fold_4,scBasset,10
6,pancreatic_endocrinogenesis,random,poisson,val,roc_auc_multi,0.5602196347278137,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs200_e10/poisson/fold_4/best_model.h5,fold_4,scBasset,10
7,pancreatic_endocrinogenesis,random,poisson,val,pr_auc,0.17044900509100647,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs200_e10/poisson/fold_4/best_model.h5,fold_4,scBasset,10
8,pancreatic_endocrinogenesis,random,poisson,val,pr_auc_multi,0.09546329643938689,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs200_e10/poisson/fold_4/best_model.h5,fold_4,scBasset,10
9,pancreatic_endocrinogenesis,random,poisson,val,r2,0.011636656078522933,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs200_e10/poisson/fold_4/best_model.h5,fold_4,scBasset,10
10,pancreatic_endocrinogenesis,random,poisson,test,roc_auc,0.7109760692783782,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs200_e10/poisson/fold_4/best_model.h5,fold_4,scBasset,10
11,pancreatic_endocrinogenesis,random,poisson,test,roc_auc_multi,0.5819326228452901,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs200_e10/poisson/fold_4/best_model.h5,fold_4,scBasset,10
12,pancreatic_endocrinogenesis,random,poisson,test,pr_auc,0.1769047740038154,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs200_e10/poisson/fold_4/best_model.h5,fold_4,scBasset,10
13,pancreatic_endocrinogenesis,random,poisson,test,pr_auc_multi,0.10902664120705495,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs200_e10/poisson/fold_4/best_model.h5,fold_4,scBasset,10
14,pancreatic_endocrinogenesis,random,poisson,test,r2,0.02339340752306862,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs200_e10/poisson/fold_4/best_model.h5,fold_4,scBasset,10
0,pancreatic_endocrinogenesis,random,poisson,train,roc_auc,0.7789030292114857,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/scbasset_output/obs200_e10/poisson/fold_3/best_model.h5,fold_3,scBasset,10
